City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,Ferme-Neuve,46.7,-75.45,19.4,62,99,10.29,CA,2020-12-15 04:20:46
305,La Ronge,55.1,-105.28,-14.8,83,92,1.12,CA,2020-12-15 04:12:55
306,Kinangan,6.3,125.58,86.0,62,20,4.7,PH,2020-12-15 04:20:46
307,Nantucket,41.28,-70.1,39.2,69,1,21.92,US,2020-12-15 04:20:47
308,Denizli,37.84,29.07,42.8,93,75,9.17,TR,2020-12-15 04:20:47
309,Englewood,39.65,-104.99,27.0,85,90,5.82,US,2020-12-15 04:20:47
310,Tiarei,-17.53,-149.33,84.2,62,20,17.22,PF,2020-12-15 04:14:10
311,Chippewa Falls,44.94,-91.39,10.4,60,1,3.36,US,2020-12-15 04:20:47
312,Marathon,44.9,-89.77,10.4,66,1,8.05,US,2020-12-15 04:20:47
313,Matamoros,25.53,-103.25,52.0,36,0,2.75,MX,2020-12-15 04:20:48
314,Banjar,-8.19,114.97,84.2,79,20,10.29,ID,2020-12-15 04:13:32
315,Samarai,-10.62,150.67,83.75,69,69,8.39,PG,2020-12-15 04:13:57
316,Kutum,14.2,24.67,57.45,32,3,3.0,SD,2020-12-15 04:13:55
317,Pevek,69.7,170.31,9.23,93,87,7.83,RU,2020-12-15 04:13:00
318,Abancay,-13.63,-72.88,58.69,66,100,1.28,PE,2020-12-15 04:20:48
319,Urumqi,43.8,87.6,-0.4,77,75,2.24,CN,2020-12-15 04:20:48
320,Hami,42.8,93.45,19.63,69,0,6.26,CN,2020-12-15 04:10:49
321,Mogadishu,2.04,45.34,75.81,81,13,14.85,SO,2020-12-15 04:14:09
322,Sao Joao Da Barra,-21.64,-41.05,74.62,87,76,16.89,BR,2020-12-15 04:20:48
323,Santa Ines,-3.67,-45.38,74.01,95,99,2.86,BR,2020-12-15 04:20:49
324,Saint-Pierre,-21.34,55.48,82.4,69,0,6.93,RE,2020-12-15 04:20:49
325,Necochea,-38.55,-58.74,55.99,75,12,9.28,AR,2020-12-15 04:13:31
326,Rudnogorsk,57.26,103.75,5.85,95,100,8.81,RU,2020-12-15 04:20:49
327,Batticaloa,7.71,81.69,78.37,83,95,4.88,LK,2020-12-15 04:20:49
328,Chapais,49.78,-74.85,8.6,84,90,13.87,CA,2020-12-15 04:13:40
329,Sept-Iles,50.2,-66.38,19.99,85,68,8.05,CA,2020-12-15 04:20:50
330,Mecca,21.43,39.83,71.49,86,100,2.28,SA,2020-12-15 04:18:56
331,Marzuq,14.4,46.47,52.99,43,1,1.54,YE,2020-12-15 04:20:50
332,Baoshan,46.56,131.42,-1.44,82,3,15.48,CN,2020-12-15 04:20:50
333,Ancud,-41.87,-73.82,45.0,81,75,4.7,CL,2020-12-15 04:13:36
334,Bela Vista De Goias,-16.97,-48.95,77.0,78,75,6.93,BR,2020-12-15 04:20:51
335,Camargo,27.67,-105.17,51.57,43,0,5.46,MX,2020-12-15 04:20:51
336,Coruripe,-10.13,-36.18,75.43,85,9,7.72,BR,2020-12-15 04:20:51
337,Ejura,7.39,-1.36,74.1,86,37,4.41,GH,2020-12-15 04:20:51
338,Santa Isabel Do Rio Negro,-0.41,-65.02,74.12,90,95,1.41,BR,2020-12-15 04:20:51
339,Sar-E Pul,35.83,66.17,21.79,80,0,5.93,AF,2020-12-15 04:20:51
340,Rtishchevo,52.26,43.79,16.63,96,100,12.62,RU,2020-12-15 04:20:51
341,Getazat,40.04,44.56,37.4,100,90,1.12,AM,2020-12-15 04:20:51
342,Makakilo City,21.35,-158.09,82.4,54,1,8.05,US,2020-12-15 04:13:58
343,Abu Kamal,34.45,40.92,57.61,63,100,6.06,SY,2020-12-15 04:18:55
344,Carutapera,-1.2,-46.02,77.36,87,100,4.9,BR,2020-12-15 04:13:38
345,Saubara,-12.74,-38.77,80.6,69,20,8.05,BR,2020-12-15 04:20:52
346,Barra Do Bugres,-15.07,-57.18,72.79,89,100,0.49,BR,2020-12-15 04:20:52
347,Chernyshevskiy,63.01,112.47,-18.44,89,100,5.48,RU,2020-12-15 04:18:48
348,Kamenka,51.32,42.77,17.01,84,100,1.01,RU,2020-12-15 04:20:52
349,Svetlyy,54.67,20.13,35.6,93,99,8.95,RU,2020-12-15 04:13:46
350,Georgetown,5.41,100.34,84.2,74,20,3.36,MY,2020-12-15 04:13:17
351,Teahupoo,-17.83,-149.27,84.2,62,20,17.22,PF,2020-12-15 04:20:52
352,Ponto Novo,-10.86,-40.13,66.65,81,1,2.71,BR,2020-12-15 04:20:52
353,Bluffton,32.24,-80.86,55.0,71,1,16.11,US,2020-12-15 04:20:53
354,Yulara,-25.24,130.99,96.8,28,40,11.41,AU,2020-12-15 04:13:24
355,Wewak,-3.55,143.63,83.95,69,88,6.4,PG,2020-12-15 04:20:53
356,Trincomalee,8.57,81.23,79.74,81,75,11.41,LK,2020-12-15 04:20:53
357,Saint Anthony,45.02,-93.22,12.2,71,1,1.07,US,2020-12-15 04:20:53
358,Erzin,36.96,36.2,55.99,79,96,5.99,TR,2020-12-15 04:20:54
359,Tessalit,20.2,1.01,61.0,30,94,3.49,ML,2020-12-15 04:14:00
360,Benguela,-12.58,13.41,71.26,82,21,3.38,AO,2020-12-15 04:20:54
361,Kurchum,48.57,83.65,-1.14,82,27,0.69,KZ,2020-12-15 04:20:54
362,Nisia Floresta,-6.09,-35.21,78.8,83,0,10.29,BR,2020-12-15 04:20:54
363,Preobrazheniye,42.9,133.91,9.28,72,0,13.62,RU,2020-12-15 04:18:52
364,Okhotsk,59.38,143.3,-4.16,83,100,29.64,RU,2020-12-15 04:20:55
365,Houma,29.6,-90.72,48.2,76,90,6.93,US,2020-12-15 04:20:55
366,Cabedelo,-6.98,-34.83,77.0,88,40,4.7,BR,2020-12-15 04:20:55
367,Pryazha,61.69,33.62,23.0,92,100,2.24,RU,2020-12-15 04:20:55
368,High Prairie,55.43,-116.49,3.2,84,99,2.24,CA,2020-12-15 04:20:55
369,Charleston,32.78,-79.93,50.0,81,1,10.29,US,2020-12-15 04:20:55
370,Kesova Gora,57.58,37.29,22.03,98,96,4.59,RU,2020-12-15 04:20:55
371,Iqaluit,63.75,-68.51,15.8,72,75,20.8,CA,2020-12-15 04:13:47
372,Moron,-34.65,-58.62,73.4,43,0,11.41,AR,2020-12-15 04:20:56
373,Cabo San Lucas,22.89,-109.91,66.0,72,5,13.87,MX,2020-12-15 04:13:38
374,Vilcun,-38.65,-72.23,46.4,100,75,4.7,CL,2020-12-15 04:20:56
375,Kaura Namoda,12.59,6.58,70.99,22,0,9.31,NG,2020-12-15 04:20:56
376,Rocha,-34.48,-54.33,62.82,46,0,15.28,UY,2020-12-15 04:13:57
377,Laredo,27.51,-99.51,51.8,51,1,11.41,US,2020-12-15 04:20:56
378,Verkh-Usugli,52.7,115.17,-9.94,76,54,1.39,RU,2020-12-15 04:19:04
379,Tanout,14.97,8.89,66.18,27,0,13.69,NE,2020-12-15 04:20:56
380,Dagana,16.52,-15.51,69.8,35,0,2.24,MR,2020-12-15 04:20:56
381,Myrhorod,49.97,33.61,31.82,98,98,5.61,UA,2020-12-15 04:20:56
382,Hobyo,5.35,48.53,76.35,71,47,19.89,SO,2020-12-15 04:20:57
383,Korla,41.76,86.15,24.89,82,84,1.61,CN,2020-12-15 04:19:15
384,Nanortalik,60.14,-45.24,32.95,91,100,3.31,GL,2020-12-15 04:13:25
385,San Cristobal,7.77,-72.22,64.92,82,73,1.48,VE,2020-12-15 04:20:57
386,Ponta Do Sol,32.67,-17.1,60.8,59,20,9.17,PT,2020-12-15 04:13:55
387,Prince George,53.92,-122.75,27.0,100,90,2.24,CA,2020-12-15 04:20:57
388,Vila Velha,-20.33,-40.29,77.0,73,0,9.17,BR,2020-12-15 04:13:17
389,Puerto Ayacucho,5.66,-67.62,75.07,89,1,1.95,VE,2020-12-15 04:20:57
390,Aleksandrov Gay,50.15,48.57,13.89,95,79,10.33,RU,2020-12-15 04:18:53
391,Hualmay,-11.1,-77.61,67.21,86,98,6.06,PE,2020-12-15 04:20:57
392,Nuuk,64.18,-51.72,15.8,78,0,9.17,GL,2020-12-15 04:13:57
393,Moa,20.66,-74.94,76.44,84,5,8.3,CU,2020-12-15 04:20:58
394,Byron Bay,-28.65,153.62,84.99,83,90,18.34,AU,2020-12-15 04:13:22
395,Maragogi,-9.01,-35.22,75.92,86,8,6.31,BR,2020-12-15 04:20:58
396,Huilong,31.81,121.66,42.01,60,85,5.01,CN,2020-12-15 04:20:35
397,Kapit,2.02,112.93,81.61,88,100,2.44,MY,2020-12-15 04:14:00
398,Vilyuysk,63.76,121.62,-20.4,87,96,4.47,RU,2020-12-15 04:20:58
399,Akyab,20.15,92.9,78.53,53,0,4.12,MM,2020-12-15 04:20:59
400,Doka,13.52,35.77,70.29,24,91,8.05,SD,2020-12-15 04:20:59
401,Nizwa,22.93,57.53,62.67,50,0,3.24,OM,2020-12-15 04:18:56
402,Labuan,5.28,115.24,87.8,74,20,5.88,MY,2020-12-15 04:20:59
403,Cap Malheureux,-19.98,57.61,75.99,91,8,7.0,MU,2020-12-15 04:13:40
404,Umm Kaddadah,13.6,26.69,67.57,22,7,10.98,SD,2020-12-15 04:13:13
405,Ubinskoye,55.31,79.68,2.5,94,100,11.77,RU,2020-12-15 04:21:00
406,Kiama,-34.68,150.87,77.0,73,90,16.11,AU,2020-12-15 04:21:00
407,Kavaratti,10.57,72.64,84.2,74,20,2.24,IN,2020-12-15 04:10:38
408,Hurricane,37.18,-113.29,36.0,55,1,10.29,US,2020-12-15 04:21:00
409,Vanimo,-2.67,141.3,86.05,65,93,3.4,PG,2020-12-15 04:13:14
410,Tigil,57.8,158.67,22.5,91,47,24.61,RU,2020-12-15 04:21:00
411,Bijie,27.31,105.29,35.26,82,95,5.08,CN,2020-12-15 04:17:32
412,Ranong,9.97,98.63,80.6,94,20,3.22,TH,2020-12-15 04:21:01
413,Ukholovo,53.79,40.49,19.0,82,100,11.41,RU,2020-12-15 04:21:01
414,Tromso,69.65,18.96,32.0,94,90,6.93,NO,2020-12-15 04:21:01
415,Te Anau,-45.42,167.72,70.61,31,0,8.3,NZ,2020-12-15 04:13:59
416,Nelson Bay,-32.72,152.15,75.2,83,90,17.22,AU,2020-12-15 04:14:02
417,Guerrero Negro,27.98,-114.06,60.67,80,58,16.55,MX,2020-12-15 04:13:37
418,Dali,25.7,100.18,58.84,44,0,5.17,CN,2020-12-15 04:19:04
419,Talas,38.69,35.55,48.2,61,75,8.05,TR,2020-12-15 04:21:02
420,Tuatapere,-46.13,167.68,64.0,71,13,15.99,NZ,2020-12-15 04:12:59
421,Namibe,-15.2,12.15,64.65,84,88,3.2,AO,2020-12-15 04:13:23
422,Sistranda,63.73,8.83,41.0,60,0,16.11,NO,2020-12-15 04:21:02
423,Dombarovskiy,50.76,59.54,10.22,86,5,1.95,RU,2020-12-15 04:21:02
424,Camden,39.78,-74.97,39.0,74,0,1.99,US,2020-12-15 04:21:02
425,Cascais,38.7,-9.42,55.0,100,35,12.01,PT,2020-12-15 04:21:03
426,Sain Alto,23.58,-103.25,53.8,40,0,8.61,MX,2020-12-15 04:21:03
427,Marck,50.95,1.94,50.0,98,100,8.34,FR,2020-12-15 04:21:03
428,Kapuskasing,49.42,-82.43,-5.8,70,100,10.29,CA,2020-12-15 04:19:15
429,Sambava,-14.27,50.17,78.48,67,0,8.14,MG,2020-12-15 04:21:03
430,Pemagatsel,27.03,91.43,57.2,59,11,2.75,BT,2020-12-15 04:21:03
431,Qaanaaq,77.48,-69.36,-6.07,83,1,4.74,GL,2020-12-15 04:13:20
432,Bonfim,3.08,-59.95,80.24,65,52,7.4,BR,2020-12-15 04:21:03
433,Iquitos,-3.75,-73.25,77.0,88,75,1.12,PE,2020-12-15 04:21:03
434,Custodia,-8.09,-37.64,71.47,68,75,5.91,BR,2020-12-15 04:21:04
435,Calatayud,41.35,-1.64,48.2,93,90,2.24,ES,2020-12-15 04:21:04
436,Torbat-E Jam,35.24,60.62,30.96,75,0,1.54,IR,2020-12-15 04:21:04
437,Hargeysa,9.56,44.06,56.08,59,0,11.23,SO,2020-12-15 04:21:04
438,Shingu,33.73,135.98,44.6,45,75,19.46,JP,2020-12-15 04:13:49
439,Avera,33.19,-82.53,50.0,81,1,3.36,US,2020-12-15 04:13:07
440,Esna,25.29,32.55,55.4,47,0,8.01,EG,2020-12-15 04:21:04
441,Cayenne,4.93,-52.33,75.2,100,0,7.85,GF,2020-12-15 04:13:40
442,Maumere,-8.62,122.21,80.94,79,100,4.29,ID,2020-12-15 04:19:36
443,Karasjok,69.47,25.51,28.4,74,100,13.87,NO,2020-12-15 04:21:04
444,Cafarnaum,-11.69,-41.47,63.57,81,0,6.22,BR,2020-12-15 04:21:05
445,Lowestoft,52.48,1.75,45.0,97,99,11.88,GB,2020-12-15 04:21:05
446,Neuquen,-38.95,-68.06,62.6,39,0,9.17,AR,2020-12-15 04:19:33
447,Athabasca,54.72,-113.29,3.2,84,95,1.12,CA,2020-12-15 04:19:11
448,Pala,9.36,14.9,68.92,24,6,5.3,TD,2020-12-15 04:21:05
449,Lazaro Cardenas,17.96,-102.2,74.39,85,3,3.87,MX,2020-12-15 04:21:05
450,Aripuana,-9.17,-60.63,73.72,82,98,0.78,BR,2020-12-15 04:21:05
451,Andenes,69.31,16.12,34.0,88,100,5.82,NO,2020-12-15 04:13:25
452,Liverpool,53.41,-2.98,44.6,81,91,9.17,GB,2020-12-15 04:21:05
453,Alice Springs,-23.7,133.88,98.6,20,75,5.82,AU,2020-12-15 04:13:57
454,San Juan,-31.54,-68.54,79.83,24,0,11.79,AR,2020-12-15 04:21:06
455,Cordoba,-31.41,-64.18,71.01,34,0,12.75,AR,2020-12-15 04:21:06
456,Coos Bay,43.37,-124.22,46.4,100,1,5.82,US,2020-12-15 04:21:06
457,Zhanaozen,43.3,52.8,24.78,86,38,20.02,KZ,2020-12-15 04:21:06
458,Coihaique,-45.58,-72.07,46.4,45,0,5.82,CL,2020-12-15 04:14:12
459,Pangody,65.85,74.49,-13.94,90,92,8.01,RU,2020-12-15 04:21:06
460,Northam,51.03,-4.22,45.0,91,24,8.01,GB,2020-12-15 04:14:00
461,Chegutu,-18.13,30.14,66.58,90,81,4.21,ZW,2020-12-15 04:21:06
462,Buenos Aires,-34.61,-58.38,72.0,60,0,12.75,AR,2020-12-15 04:21:06
463,Urla,38.32,26.76,59.0,87,75,14.99,TR,2020-12-15 04:21:07
464,Balabac,7.99,117.06,84.15,74,98,13.58,PH,2020-12-15 04:21:07
465,Manzanillo,20.34,-77.12,72.82,91,52,5.86,CU,2020-12-15 04:21:07
466,Esik,43.36,77.45,15.8,92,90,2.24,KZ,2020-12-15 04:21:07
467,Xining,36.62,101.77,18.63,77,0,3.44,CN,2020-12-15 04:21:07
468,Luwuk,-0.95,122.79,86.02,67,96,0.72,ID,2020-12-15 04:21:07
469,Borba,-4.39,-59.59,74.44,90,90,2.26,BR,2020-12-15 04:21:07
470,Saldanha,-33.01,17.94,59.0,87,0,9.17,ZA,2020-12-15 04:13:26
471,Hovd,48.01,91.64,2.52,79,0,0.78,MN,2020-12-15 04:21:07
472,Turukhansk,65.82,87.98,-25.78,85,99,8.95,RU,2020-12-15 04:13:41
473,Tafo,6.73,-1.61,71.17,98,24,3.74,GH,2020-12-15 04:21:08
474,Digha,21.68,87.55,79.11,41,0,9.69,IN,2020-12-15 04:21:08
475,Carbonia,39.17,8.52,48.2,87,0,4.7,IT,2020-12-15 04:13:59
476,Ust-Nera,64.57,143.2,-30.84,74,65,1.63,RU,2020-12-15 04:18:48
477,San Francisco,37.77,-122.42,51.8,71,20,3.36,US,2020-12-15 04:18:33
478,Kalmunai,7.42,81.82,79.54,82,74,8.37,LK,2020-12-15 04:19:12
479,Bubaque,11.28,-15.83,79.29,60,4,15.68,GW,2020-12-15 04:21:09
480,Quimper,48.0,-4.1,48.2,81,22,8.05,FR,2020-12-15 04:21:09
481,Karratha,-20.74,116.85,86.9,50,49,11.1,AU,2020-12-15 04:08:40
482,Male,4.17,73.51,82.4,83,75,5.82,MV,2020-12-15 04:17:54
483,Saint-Louis,16.33,-15.0,69.8,35,0,2.24,SN,2020-12-15 04:21:09
484,Sisimiut,66.94,-53.67,11.03,89,0,14.18,GL,2020-12-15 04:14:06
485,West Odessa,31.84,-102.5,44.6,36,1,17.22,US,2020-12-15 04:21:09
486,San Andres,12.58,-81.7,78.8,88,75,11.41,CO,2020-12-15 04:20:03
487,Vallenar,-28.57,-70.76,61.32,69,0,0.87,CL,2020-12-15 04:21:10
488,Itoman,26.12,127.67,64.4,68,75,18.34,JP,2020-12-15 04:08:35
489,Bani,18.28,-70.33,73.99,89,1,9.31,DO,2020-12-15 04:21:10
490,Les Cayes,18.2,-73.75,73.83,84,25,3.78,HT,2020-12-15 04:21:10
491,Labuhan,-6.88,112.21,82.35,78,99,3.67,ID,2020-12-15 04:21:10
492,Palauig,15.44,119.9,86.77,62,38,4.59,PH,2020-12-15 04:21:10
493,Kandrian,-6.22,149.55,83.32,76,97,6.38,PG,2020-12-15 04:21:10
494,Ottawa,45.41,-75.7,25.0,53,20,20.8,CA,2020-12-15 04:16:30
495,Camana,-16.62,-72.71,67.12,78,93,6.55,PE,2020-12-15 04:21:10
496,Pecq,48.89,2.1,51.01,93,90,3.36,FR,2020-12-15 04:21:10
497,Tulle,45.33,1.83,50.0,49,100,6.2,FR,2020-12-15 04:21:11
498,High Level,58.52,-117.14,-5.8,91,90,2.24,CA,2020-12-15 04:21:11
499,High Rock,26.62,-78.28,75.2,88,0,4.7,BS,2020-12-15 04:21:11
500,Opuwo,-18.06,13.84,57.15,46,25,2.26,NA,2020-12-15 04:13:31
501,Tabuk,17.42,121.44,73.13,90,99,4.76,PH,2020-12-15 04:21:11
502,Inirida,3.87,-67.92,74.16,93,85,2.35,CO,2020-12-15 04:21:11
503,Usinsk,65.99,57.53,1.09,94,84,6.55,RU,2020-12-15 04:21:11
504,Westport,41.14,-73.36,36.0,92,1,13.56,US,2020-12-15 04:12:45
505,Sagunto,39.68,-0.27,54.0,100,0,2.24,ES,2020-12-15 04:21:11
506,Patti,31.28,74.86,51.8,93,40,4.9,IN,2020-12-15 04:21:12
507,Weligama,5.97,80.42,82.4,69,59,1.05,LK,2020-12-15 04:21:12
508,Kyabe,9.45,18.94,68.83,25,0,2.66,TD,2020-12-15 04:21:12
509,Wanning,18.8,110.4,70.3,86,100,16.82,CN,2020-12-15 04:14:08
510,Huarmey,-10.07,-78.15,67.87,83,99,4.47,PE,2020-12-15 04:13:16
511,Orange,33.7,-117.77,55.0,69,0,2.82,US,2020-12-15 04:20:45
512,Biak,-0.91,122.88,84.09,69,96,2.06,ID,2020-12-15 04:14:08
513,Rathdrum,47.81,-116.89,33.01,92,90,2.1,US,2020-12-15 04:21:13
514,Hobara,37.82,140.55,33.01,86,99,12.19,JP,2020-12-15 04:21:13
515,Baghdad,33.34,44.4,55.4,62,0,17.22,IQ,2020-12-15 04:13:32
516,Tateyama,34.98,139.87,51.8,47,20,17.22,JP,2020-12-15 04:19:12
517,Najran,17.49,44.13,48.2,55,0,1.63,SA,2020-12-15 04:13:28
518,Banda Aceh,5.56,95.32,82.0,74,100,9.4,ID,2020-12-15 04:10:03
519,San Policarpo,12.18,125.51,83.17,81,61,12.95,PH,2020-12-15 04:13:20
520,College,64.86,-147.8,14.0,72,90,8.05,US,2020-12-15 04:13:51
521,The Valley,18.22,-63.06,79.0,83,20,2.24,AI,2020-12-15 04:13:43
522,Arlit,18.74,7.39,67.82,28,0,10.11,NE,2020-12-15 04:21:13
523,Madhupur,24.25,86.65,74.43,34,0,6.29,IN,2020-12-15 04:21:14
524,San Patricio,28.02,-97.52,52.0,87,40,6.93,US,2020-12-15 04:13:53
525,Poum,-20.23,164.02,81.16,73,28,12.41,NC,2020-12-15 04:13:24
526,Manaure,11.78,-72.44,79.39,82,4,13.47,CO,2020-12-15 04:21:14
527,Wasilla,61.58,-149.44,26.01,58,20,6.93,US,2020-12-15 04:21:14
528,Pacific Grove,36.62,-121.92,51.01,81,75,4.7,US,2020-12-15 04:14:05
529,Alta Floresta,-9.88,-56.09,70.93,96,82,4.14,BR,2020-12-15 04:13:20
530,Sokoto,13.06,5.24,71.82,22,0,9.42,NG,2020-12-15 04:21:14
531,Qinhuangdao,39.93,119.59,20.55,70,6,1.63,CN,2020-12-15 04:17:43
532,Zhicheng,30.3,111.5,41.0,40,30,3.33,CN,2020-12-15 04:13:38
533,Aginskoye,51.1,114.53,-2.04,84,91,3.13,RU,2020-12-15 04:19:04
534,Udachnyy,66.42,112.4,-22.0,67,75,4.47,RU,2020-12-15 04:08:37
535,Quillota,-32.88,-71.27,49.98,80,0,0.47,CL,2020-12-15 04:21:15
536,Amahai,-3.33,128.92,90.77,58,97,6.76,ID,2020-12-15 04:21:15
537,Nargana,9.44,-78.59,80.37,79,99,8.23,PA,2020-12-15 04:21:15
538,Ust-Uda,54.17,103.03,10.09,94,100,6.91,RU,2020-12-15 04:21:16
539,Saint Simons,31.14,-81.39,55.4,87,1,6.93,US,2020-12-15 04:20:12
540,Vostok,46.49,135.88,-9.69,87,100,5.5,RU,2020-12-15 04:13:47
541,Bulungu,-4.55,18.6,70.16,89,87,1.59,CD,2020-12-15 04:21:16
542,Savalou,7.93,1.98,77.79,79,6,5.19,BJ,2020-12-15 04:21:16
543,Bachi-Yurt,43.22,46.2,35.6,93,90,6.71,RU,2020-12-15 04:21:17
544,Taltal,-25.4,-70.48,60.96,77,15,0.02,CL,2020-12-15 04:21:17
545,Dulyapino,57.26,40.81,23.0,85,90,4.47,RU,2020-12-15 04:21:17
546,Paamiut,61.99,-49.67,30.85,87,90,4.38,GL,2020-12-15 04:13:32
547,Lobito,-12.35,13.55,72.28,82,20,4.9,AO,2020-12-15 04:21:17
548,Bara,10.37,10.73,68.86,24,66,6.51,NG,2020-12-15 04:21:17
549,Ayr,55.46,-4.63,46.0,93,0,10.29,GB,2020-12-15 04:21:17
550,Dire,12.28,-10.97,70.2,34,0,1.66,ML,2020-12-15 04:21:17
551,Pangnirtung,66.15,-65.71,10.49,78,99,3.94,CA,2020-12-15 04:13:30
552,Ust-Kan,50.93,84.76,10.89,89,100,4.99,RU,2020-12-15 04:21:17
553,Aras,42.56,-2.36,48.0,100,75,1.12,ES,2020-12-15 04:21:18
554,Eyl,7.98,49.82,72.88,64,58,18.79,SO,2020-12-15 04:13:52
555,Colac,-38.33,143.58,71.01,71,34,1.99,AU,2020-12-15 04:21:18
556,Asau,46.43,26.4,37.4,93,90,4.7,RO,2020-12-15 04:13:27
557,Ponta Delgada,37.73,-25.67,60.8,72,75,24.16,PT,2020-12-15 04:21:18
558,Bobrov,51.1,40.03,25.99,98,100,9.04,RU,2020-12-15 04:21:18
559,Zeya,53.75,127.27,-5.12,76,0,3.65,RU,2020-12-15 04:21:18
560,Hirara,24.8,125.28,66.2,77,75,17.22,JP,2020-12-15 04:18:17
561,Goulburn,-34.75,149.72,79.0,74,69,12.08,AU,2020-12-15 04:21:18
562,Porto Empedocle,37.29,13.53,48.0,50,0,5.75,IT,2020-12-15 04:21:19
563,Padang,-0.95,100.35,84.43,62,100,4.76,ID,2020-12-15 04:09:07
564,Moyale,3.52,39.06,64.44,41,0,8.25,KE,2020-12-15 04:21:19
565,Nampula,-15.12,39.27,75.2,88,75,3.36,MZ,2020-12-15 04:21:19
566,Madang,-5.22,145.8,80.87,78,99,2.86,PG,2020-12-15 04:21:19
567,Ludvika,60.15,15.19,37.99,100,100,9.17,SE,2020-12-15 04:21:19
568,Doha,25.29,51.53,62.6,77,0,1.12,QA,2020-12-15 04:21:19
569,Giyani,-23.3,30.72,74.34,83,74,2.37,ZA,2020-12-15 04:21:19
570,Kudahuvadhoo,2.67,72.89,82.44,65,62,1.86,MV,2020-12-15 04:21:19
571,Santiago Del Estero,-27.8,-64.26,75.0,53,73,7.0,AR,2020-12-15 04:13:40
572,Marquette,46.53,-87.63,16.0,73,100,8.14,US,2020-12-15 04:21:20
573,Chimore,-16.98,-65.13,69.28,96,100,1.45,BO,2020-12-15 04:21:20
574,Praia Da Vitoria,38.73,-27.07,62.01,82,75,25.99,PT,2020-12-15 04:13:41
575,Batie,9.88,-2.92,79.29,44,74,1.95,BF,2020-12-15 04:21:20
576,Ebolowa,2.9,11.15,69.98,95,100,1.86,CM,2020-12-15 04:21:20
577,Belaya Gora,68.53,146.42,-26.99,86,55,2.51,RU,2020-12-15 04:21:20
578,Aitape,-3.14,142.35,83.26,69,98,0.78,PG,2020-12-15 04:21:21
579,Diamantino,-14.41,-56.45,73.78,84,100,2.17,BR,2020-12-15 04:13:37
580,Chirongui,-12.93,45.15,82.4,78,0,5.82,YT,2020-12-15 04:21:21
581,Walvis Bay,-22.96,14.51,61.0,82,1,3.36,NA,2020-12-15 04:21:21
582,Atar,20.52,-13.05,62.74,29,0,7.31,MR,2020-12-15 04:12:59
