City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
365,Aasiaat,GL,68.71,-52.87,19.38,94,100,8.93,overcast clouds
366,Tarko-Sale,RU,64.92,77.78,-17.0,79,92,7.96,overcast clouds
367,Houyet,BE,50.19,5.01,39.0,93,100,10.29,overcast clouds
368,Mackenzie,CA,55.3,-123.17,21.2,85,90,4.7,overcast clouds
369,Berlin,DE,52.52,13.41,39.0,89,20,8.05,few clouds
370,Moorhead,US,46.87,-96.77,18.0,78,90,14.99,haze
371,Maniago,IT,46.17,12.71,43.0,93,75,2.24,light rain
372,Avera,US,33.19,-82.53,62.6,72,90,5.82,overcast clouds
373,Desnogorsk,RU,54.15,33.28,35.06,96,100,9.57,overcast clouds
374,Basco,PH,20.45,121.97,64.89,82,100,42.48,overcast clouds
375,Poum,NC,-20.23,164.02,80.42,85,100,15.08,light rain
376,Igra,RU,57.56,53.05,1.09,93,100,6.13,snow
377,Jand,PK,33.43,72.02,47.44,45,0,3.29,clear sky
378,Marystown,CA,47.17,-55.15,29.75,92,100,24.49,overcast clouds
379,Maceio,BR,-9.67,-35.74,84.2,62,40,5.82,scattered clouds
380,The Valley,AI,18.22,-63.06,82.4,65,40,11.41,scattered clouds
381,Northam,GB,51.03,-4.22,37.99,95,98,5.84,overcast clouds
382,Bhadravati,IN,13.87,75.72,70.05,81,1,9.17,clear sky
383,Songling,CN,31.19,120.72,21.99,55,0,1.99,clear sky
384,Kurchum,KZ,48.57,83.65,7.29,93,100,5.35,overcast clouds
385,Pimenta Bueno,BR,-11.67,-61.19,84.52,72,100,4.97,light rain
386,Iqaluit,CA,63.75,-68.51,8.6,65,75,12.75,light snow
387,Maniitsoq,GL,65.42,-52.9,29.08,97,100,14.23,light snow
388,Dandong,CN,40.13,124.39,5.11,74,0,3.47,clear sky
389,Imamoglu,TR,37.27,35.66,64.0,61,0,4.7,clear sky
390,Borovoy,RU,55.43,86.08,6.8,84,90,4.47,light snow
391,Ouesso,CG,1.61,16.05,79.66,61,75,2.84,broken clouds
392,Baykalsk,RU,51.51,104.15,6.17,86,57,2.82,broken clouds
393,Lavrentiya,RU,65.58,-171.0,21.6,97,100,10.18,light snow
394,Verkhoyansk,RU,67.54,133.38,-18.81,86,99,0.31,overcast clouds
395,Bakel,SN,14.9,-12.46,89.55,19,1,8.68,clear sky
396,Nantucket,US,41.28,-70.1,39.2,55,1,12.75,clear sky
397,Los Llanos De Aridane,ES,28.66,-17.92,66.2,72,75,3.36,broken clouds
398,Nova Vicosa,BR,-17.89,-39.37,81.36,66,0,13.47,clear sky
399,Encruzilhada,BR,-15.53,-40.91,79.61,54,57,7.92,broken clouds
400,Tortoli,IT,39.93,9.66,48.2,49,20,11.41,few clouds
401,Padang,ID,-0.95,100.35,75.2,88,90,1.12,overcast clouds
402,Paita,PE,-5.09,-81.11,82.4,58,0,19.46,clear sky
403,Sept-Iles,CA,50.2,-66.38,15.01,61,9,13.87,clear sky
404,Ahipara,NZ,-35.17,173.17,61.41,71,39,4.99,scattered clouds
405,Taksimo,RU,56.34,114.88,-20.29,77,26,4.32,scattered clouds
406,Mogadishu,SO,2.04,45.34,79.66,83,4,19.44,clear sky
407,College,US,64.86,-147.8,12.0,76,75,3.36,broken clouds
408,Polunochnoye,RU,60.87,60.42,-22.09,88,95,1.41,overcast clouds
409,Eyl,SO,7.98,49.82,74.41,69,7,20.29,clear sky
410,Emerald,AU,-23.53,148.17,71.6,100,90,6.93,overcast clouds
411,Belmonte,BR,-15.86,-38.88,82.4,61,40,12.75,scattered clouds
412,Gushikawa,JP,26.35,127.87,51.8,71,75,23.04,light rain
413,Kulhudhuffushi,MV,6.62,73.07,82.4,76,82,11.14,broken clouds
414,Imbituba,BR,-28.24,-48.67,89.6,55,40,5.82,scattered clouds
415,Lagoa,PT,39.05,-27.98,58.82,77,100,17.27,overcast clouds
416,Fort Smith,US,35.39,-94.4,44.6,87,90,6.93,overcast clouds
417,Kibara,TZ,-2.15,33.45,74.88,67,100,4.09,overcast clouds
418,Kwinana,AU,-32.25,115.77,73.0,88,90,10.29,overcast clouds
419,Sechura,PE,-5.56,-80.82,79.03,59,56,12.66,broken clouds
420,Corn Island,NI,12.17,-83.04,80.65,74,92,7.09,overcast clouds
421,Paamiut,GL,61.99,-49.67,33.39,83,100,6.96,light snow
422,Dana Point,US,33.47,-117.7,63.0,60,0,4.0,clear sky
423,Xuddur,SO,4.12,43.89,82.24,45,10,12.57,clear sky
424,Tautira,PF,-17.73,-149.15,84.2,70,40,5.82,scattered clouds
425,Karaton,ID,-6.34,106.1,79.0,88,40,10.29,light rain
426,Kirakira,SB,-10.45,161.92,80.83,76,100,5.28,overcast clouds
427,Iwanai,JP,42.97,140.51,16.88,94,100,2.55,snow
428,Flinders,AU,-34.58,150.86,64.99,85,100,1.01,overcast clouds
429,Miri,MY,4.41,114.01,77.0,94,20,4.34,few clouds
430,Katsuura,JP,35.13,140.3,37.0,26,99,1.01,overcast clouds
431,Keetmanshoop,NA,-26.58,18.13,85.82,29,100,10.0,overcast clouds
432,Storsteinnes,NO,69.24,19.23,30.2,86,75,11.41,broken clouds
433,Gavrilov-Yam,RU,57.3,39.85,24.8,79,90,4.47,overcast clouds
434,Monroe,US,43.15,-77.68,44.01,52,90,20.8,overcast clouds
435,Jos,NG,9.92,8.9,68.36,35,80,5.26,broken clouds
436,Isangel,VU,-19.55,169.27,78.91,82,100,13.2,moderate rain
437,Taft,IR,31.75,54.21,41.0,35,0,4.7,clear sky
438,Santa Lucia,ES,27.91,-15.54,64.4,72,75,8.05,broken clouds
439,Aktanysh,RU,55.72,54.08,7.12,94,100,5.5,overcast clouds
440,Palauig,PH,15.44,119.9,78.3,72,100,6.76,overcast clouds
441,Quesnel,CA,53.0,-122.5,23.0,92,90,3.36,light snow
442,Hobyo,SO,5.35,48.53,77.0,75,0,22.48,clear sky
443,Kjollefjord,NO,70.95,27.35,28.4,63,0,3.36,clear sky
444,Tilichiki,RU,60.47,166.1,1.78,95,92,14.85,overcast clouds
445,Cherskiy,RU,68.75,161.3,-35.1,83,100,3.8,overcast clouds
446,Ayer Tawar,MY,4.3,100.75,77.0,94,40,2.24,scattered clouds
447,Altay,CN,47.87,88.12,6.26,69,100,1.36,overcast clouds
448,Port Lincoln,AU,-34.73,135.87,59.94,85,40,16.44,scattered clouds
449,Hurghada,EG,27.26,33.81,68.0,49,0,12.75,clear sky
450,Marienburg,PL,54.04,19.03,33.01,100,100,3.36,overcast clouds
451,Camopi,GF,3.17,-52.32,81.55,87,24,3.27,moderate rain
452,Greenwood,US,34.17,-82.12,46.99,70,90,8.05,overcast clouds
453,Abbeville,FR,50.1,1.83,39.0,85,100,7.0,overcast clouds
454,Victoria,HK,22.29,114.16,50.0,46,0,1.99,clear sky
455,Praia Da Vitoria,PT,38.73,-27.07,57.2,82,20,17.02,few clouds
456,Pandan,PH,14.05,124.17,80.01,85,100,19.66,overcast clouds
457,Seybaplaya,MX,19.65,-90.67,82.4,61,40,11.41,scattered clouds
458,Palmer,US,42.16,-72.33,36.0,37,75,8.05,broken clouds
459,Waipawa,NZ,-41.41,175.52,59.0,87,93,11.41,overcast clouds
460,Dawei,MM,14.08,98.2,73.65,62,0,9.57,clear sky
461,Kiama,AU,-34.68,150.87,64.99,91,100,1.01,overcast clouds
462,Meadow Lake,US,34.8,-106.54,43.0,47,20,6.93,few clouds
463,Bocana De Paiwas,NI,12.79,-85.12,80.65,74,100,5.01,overcast clouds
464,Ngunguru,NZ,-35.62,174.5,55.0,90,85,7.63,overcast clouds
465,Ormond Beach,US,29.29,-81.06,75.2,69,40,8.05,scattered clouds
466,Ponta Delgada,PT,37.73,-25.67,57.2,82,40,10.29,scattered clouds
467,Miles City,US,46.41,-105.84,19.4,85,75,6.93,broken clouds
468,Cap Malheureux,MU,-19.98,57.61,78.01,81,22,7.0,light rain
469,Olga,RU,43.74,135.29,-2.61,74,0,16.46,clear sky
470,Cockburn Town,TC,21.46,-71.14,78.8,61,40,18.34,scattered clouds
471,Tombouctou,ML,20.0,-3.0,74.52,20,20,3.98,few clouds
472,Langsa,ID,4.47,97.97,74.19,87,100,2.98,overcast clouds
473,Nerchinskiy Zavod,RU,51.31,119.61,-21.01,82,74,2.13,broken clouds
474,Berlevag,NO,70.86,29.09,30.2,54,0,11.41,clear sky
475,Booue,GA,-0.09,11.94,75.63,90,99,1.77,moderate rain
476,Lagos,NG,6.58,3.75,80.42,78,4,6.31,clear sky
477,Usinsk,RU,65.99,57.53,-25.78,83,0,6.2,clear sky
478,Cervo,ES,43.67,-7.41,51.01,92,86,8.01,overcast clouds
479,Upata,VE,8.01,-62.4,73.0,95,100,3.0,overcast clouds
480,Praia,CV,14.92,-23.51,77.0,69,40,21.92,scattered clouds
481,Ostersund,SE,63.18,14.64,26.6,92,75,6.93,light snow
482,Wawa,NG,9.9,4.42,82.47,23,88,2.48,overcast clouds
483,Norsup,VU,-16.07,167.38,81.09,81,97,8.66,moderate rain
484,Stokmarknes,NO,68.56,14.91,33.8,86,0,5.82,clear sky
485,Zomin,UZ,39.96,68.4,25.65,91,0,1.88,clear sky
486,Goderich,CA,43.75,-81.72,35.6,93,100,14.99,light rain
487,Djibo,BF,14.1,-1.63,78.98,16,0,9.24,clear sky
488,Melchor De Mencos,GT,17.07,-89.15,82.4,74,75,6.93,broken clouds
489,Primorsk,UA,46.73,36.34,41.25,82,100,14.61,overcast clouds
490,Camana,PE,-16.62,-72.71,75.11,66,95,7.78,overcast clouds
491,Caravelas,BR,-17.71,-39.25,81.64,65,0,10.74,clear sky
492,Jinji,CN,23.23,110.83,38.07,67,0,5.21,clear sky
493,Ha Tinh,VN,18.33,105.9,57.4,75,100,5.61,overcast clouds
494,Xining,CN,36.62,101.77,7.95,74,40,2.84,scattered clouds
495,Dunedin,NZ,-45.87,170.5,57.0,88,100,8.5,overcast clouds
496,Sao Filipe,CV,14.9,-24.5,75.4,76,58,12.19,broken clouds
497,Olinda,BR,-8.01,-34.86,80.6,69,40,12.75,scattered clouds
498,Cairns,AU,-16.92,145.77,77.0,94,75,2.24,broken clouds
499,Gawler,AU,-34.6,138.73,64.0,63,29,11.99,scattered clouds
500,Santa Rosa,PH,14.31,121.11,80.6,74,75,8.05,light rain
501,Alyangula,AU,-13.85,136.42,80.6,94,75,8.05,broken clouds
502,Tete,MZ,-16.16,33.59,87.8,58,75,3.87,broken clouds
503,Puerto Escondido,MX,15.85,-97.07,84.2,66,40,4.7,scattered clouds
504,Tutoia,BR,-2.76,-42.27,87.8,66,20,18.34,few clouds
505,Fuyu,CN,45.18,124.82,-9.67,86,82,7.58,broken clouds
506,Ust-Maya,RU,60.42,134.53,-39.15,79,100,1.59,overcast clouds
507,Vardo,NO,70.37,31.11,23.0,85,0,12.75,clear sky
508,Wanning,CN,18.8,110.4,58.98,71,100,16.06,overcast clouds
509,Provideniya,RU,64.38,-173.3,20.1,95,97,13.91,overcast clouds
510,Santiago,CL,-33.46,-70.65,90.0,25,0,6.93,clear sky
511,Songkhla,TH,6.83,100.67,75.2,100,20,4.25,few clouds
512,Pacifica,US,37.61,-122.49,53.01,81,40,3.36,scattered clouds
513,Pimentel,PE,-6.84,-79.93,75.2,69,90,12.75,overcast clouds
514,Atar,MR,20.52,-13.05,86.0,16,0,6.93,clear sky
515,Hohhot,CN,40.81,111.65,-13.0,69,0,4.47,clear sky
516,Leinefelde,DE,51.38,10.33,37.99,88,98,1.01,overcast clouds
517,Jacareacanga,BR,-6.22,-57.75,87.8,62,75,4.7,light rain
518,Olafsvik,IS,64.89,-23.71,32.05,92,0,7.54,clear sky
519,Saryozek,KZ,44.36,77.98,12.09,91,0,4.23,clear sky
520,Yerkoy,TR,39.64,34.47,43.95,60,0,2.82,clear sky
521,Oliveira Dos Brejinhos,BR,-12.32,-42.9,91.62,26,0,3.47,clear sky
522,Dneprovskaya,RU,45.62,38.81,43.0,96,100,7.87,overcast clouds
523,Lebedinyy,RU,58.52,125.52,-23.69,87,100,4.72,light snow
524,Jagatsinghapur,IN,20.27,86.17,64.4,82,0,4.36,mist
525,Homer,US,59.64,-151.55,37.0,91,90,16.11,snow
526,Kingaroy,AU,-26.53,151.83,66.2,93,75,8.05,broken clouds
527,Matara,LK,5.95,80.54,76.05,88,13,8.9,few clouds
528,Ustye,RU,59.63,39.74,22.87,98,97,8.21,overcast clouds
529,Sao Raimundo Nonato,BR,-9.02,-42.7,94.35,26,3,6.22,clear sky
530,Tazovskiy,RU,67.47,78.7,-19.68,84,100,8.37,overcast clouds
531,Bilma,NE,18.69,12.92,65.52,23,0,5.93,clear sky
532,Caucaia,BR,-3.74,-38.65,86.0,62,0,18.34,clear sky
533,Alice Town,BS,25.72,-79.3,74.8,74,0,23.69,clear sky
534,Salekhard,RU,66.53,66.6,-19.08,87,83,7.34,broken clouds
535,Marsh Harbour,BS,26.54,-77.06,72.93,72,43,22.53,scattered clouds
536,Sakakah,SA,29.97,40.21,53.6,71,75,6.93,broken clouds
537,Batagay-Alyta,RU,67.8,130.41,-14.93,84,100,4.88,overcast clouds
538,Batagay,RU,67.63,134.63,-24.41,85,100,1.36,overcast clouds
539,Heidelberg,ZA,-26.5,28.36,75.0,61,48,2.01,light rain
540,Key West,US,24.56,-81.78,73.99,88,90,12.75,overcast clouds
541,Vestmannaeyjar,IS,63.44,-20.27,30.2,80,20,5.82,few clouds
542,Antalaha,MG,-14.9,50.28,74.41,85,0,6.46,clear sky
543,Teahupoo,PF,-17.83,-149.27,84.2,70,40,5.82,scattered clouds
544,Umm Kaddadah,SD,13.6,26.69,73.38,21,0,14.34,clear sky
545,Amahai,ID,-3.33,128.92,84.0,91,100,4.56,overcast clouds
546,Acarau,BR,-2.89,-40.12,85.69,62,86,19.17,overcast clouds
547,Sao Joao Da Barra,BR,-21.64,-41.05,77.59,78,39,19.73,scattered clouds
548,Ulaangom,MN,49.98,92.07,-20.27,83,100,1.83,overcast clouds
549,Wahiawa,US,21.5,-158.02,75.0,93,1,6.8,clear sky
550,Broken Hill,AU,-31.95,141.43,66.2,37,0,13.87,clear sky
551,Aktau,KZ,43.65,51.2,23.0,92,0,11.18,clear sky
552,Gewane,ET,10.17,40.65,77.14,46,0,12.01,clear sky
553,Junnar,IN,19.2,73.88,66.7,40,100,3.74,overcast clouds
554,Point Fortin,TT,10.18,-61.68,77.0,6,31,8.99,light rain
555,Madera,US,37.17,-119.83,51.01,76,91,0.45,overcast clouds
556,Fukue,JP,32.69,128.84,38.75,81,100,32.88,light rain
557,Salamiyah,SY,35.01,37.05,50.27,61,0,7.58,clear sky
558,Kuusamo,FI,65.97,29.18,15.8,85,90,10.29,light shower snow
559,Hualmay,PE,-11.1,-77.61,74.82,68,21,8.68,few clouds
560,Aksarka,RU,66.56,67.8,-20.76,88,77,7.83,broken clouds
561,Chicama,PE,-7.84,-79.15,71.6,78,75,9.17,mist
562,Bac Lieu,VN,9.29,105.72,76.05,87,100,4.52,overcast clouds
563,Upala,CR,10.9,-85.01,86.0,55,40,9.17,scattered clouds
564,Camacari,BR,-12.7,-38.32,86.0,58,20,11.41,few clouds
565,Lloydminster,CA,53.28,-110.0,15.8,72,75,10.29,broken clouds
566,La Ligua,CL,-32.45,-71.23,84.2,39,0,12.75,clear sky
567,Oranjemund,NA,-28.55,16.43,63.93,81,3,13.33,clear sky
568,Segovia,ES,41.17,-4.0,37.0,69,20,2.24,few clouds
569,Rorvik,NO,64.86,11.24,35.6,69,0,5.82,clear sky
570,San Policarpo,PH,12.18,125.51,80.92,83,98,5.91,overcast clouds
571,Santa Vitoria Do Palmar,BR,-33.52,-53.37,75.42,76,100,11.36,light rain
572,Snina,SK,48.99,22.15,42.01,92,100,3.15,light rain
573,Morondava,MG,-20.28,44.28,82.0,80,85,9.08,moderate rain
574,Kunming,CN,25.04,102.72,43.0,100,90,6.71,mist
575,Copiapo,CL,-27.37,-70.33,71.6,60,0,12.75,clear sky
576,Kalach-Na-Donu,RU,48.69,43.53,23.0,92,90,11.18,fog
577,Tigil,RU,57.8,158.67,-0.8,92,97,1.16,overcast clouds
578,Praya,CV,14.92,-23.51,77.0,69,40,21.92,scattered clouds
579,Maroantsetra,MG,-15.43,49.73,76.37,83,16,3.8,light rain
580,Nizwa,OM,22.93,57.53,57.87,52,0,5.01,clear sky
581,Coruripe,BR,-10.13,-36.18,81.5,62,0,11.23,clear sky
582,Parati,BR,-23.22,-44.71,84.2,54,75,5.82,broken clouds
583,Masalli,KR,34.8,126.66,17.6,100,89,13.87,light snow
584,Tual,ID,-5.67,132.75,83.77,77,100,13.04,moderate rain
585,Aswan,EG,24.09,32.91,65.43,27,0,11.14,clear sky
586,Chimbote,PE,-9.09,-78.58,73.44,73,86,9.26,overcast clouds
587,Port-Cartier,CA,50.03,-66.87,15.01,61,60,13.87,broken clouds
588,Amapa,BR,1.0,-52.0,89.94,46,98,4.88,overcast clouds
589,Pilar Do Sul,BR,-23.81,-47.72,82.6,65,22,9.04,few clouds
590,Caidian,CN,30.58,114.03,24.8,58,0,4.47,clear sky
591,Ouango,CF,4.31,22.56,79.45,34,100,1.63,overcast clouds
592,Orchard Homes,US,46.86,-114.05,24.8,85,90,3.36,overcast clouds
593,Huejuquilla El Alto,MX,22.6,-103.87,64.33,28,0,21.83,clear sky
594,Lapeer,US,43.05,-83.32,37.99,100,90,10.29,drizzle
595,Richards Bay,ZA,-28.78,32.04,74.03,86,73,7.36,broken clouds
596,Ndele,CF,8.41,20.65,81.99,26,51,4.12,broken clouds
597,Haputale,LK,6.77,80.96,77.0,100,20,5.82,few clouds
598,Inirida,CO,3.87,-67.92,82.31,85,51,3.2,moderate rain
599,Peniche,PT,39.36,-9.38,50.0,83,1,10.07,clear sky
600,Manta,EC,-0.95,-80.73,82.4,65,75,9.17,broken clouds
601,Evensk,RU,61.95,159.23,-3.24,84,99,15.86,overcast clouds
602,Nemuro,JP,43.32,145.57,20.21,90,99,19.73,overcast clouds
603,Sabancuy,MX,18.97,-91.18,82.67,59,0,7.0,clear sky
604,Usevya,TZ,-7.1,31.23,68.14,88,100,2.55,overcast clouds
605,Killybegs,IE,54.63,-8.45,33.01,95,85,1.01,overcast clouds
606,Egvekinot,RU,66.32,-179.17,-1.88,93,100,17.52,light snow
607,Phan Thiet,VN,10.93,108.1,71.42,84,100,5.55,overcast clouds
608,Pirovskoye,RU,57.63,92.27,-13.52,88,100,7.52,overcast clouds
609,Itum-Kale,RU,42.74,45.58,45.7,44,0,7.31,clear sky
610,Maputo,MZ,-25.97,32.59,84.2,79,20,13.87,few clouds
611,Kemijarvi,FI,66.71,27.43,20.8,96,100,8.5,overcast clouds
612,Dauriya,RU,49.93,116.87,-13.09,85,0,9.73,clear sky
613,Jijiga,ET,9.35,42.8,63.41,60,54,6.26,broken clouds
614,San Miguel,SV,13.48,-88.18,91.4,49,0,2.24,clear sky
615,San Andres,CO,12.58,-81.7,86.0,70,40,11.41,light rain
616,Flin Flon,CA,54.77,-101.86,1.4,84,40,4.7,scattered clouds
617,Kariba,ZW,-16.52,28.8,77.67,67,100,2.62,overcast clouds
618,Yablochnyy,RU,47.17,142.07,8.6,71,40,13.42,scattered clouds
619,Axim,GH,4.87,-2.24,80.8,83,18,7.45,few clouds
620,Lindon,US,40.34,-111.72,26.01,79,20,4.7,few clouds
621,Yantal,RU,56.85,105.25,-24.66,81,0,1.45,clear sky
622,Montepuez,MZ,-13.13,39.0,70.36,96,100,3.8,overcast clouds
623,Santiago De Cao,PE,-7.96,-79.24,71.6,78,75,9.17,mist
624,Dwarka,IN,22.24,68.97,67.26,44,0,17.98,clear sky
625,Buchanan,LR,5.88,-10.05,80.62,80,7,7.52,clear sky
626,Qui Nhon,VN,13.77,109.23,71.89,80,100,26.53,light rain
627,Deputatskiy,RU,69.3,139.9,-22.45,88,32,4.18,scattered clouds
628,Haines Junction,CA,60.75,-137.51,13.06,92,87,1.1,overcast clouds
629,Sulangan,PH,11.14,123.72,82.09,80,100,13.62,overcast clouds
630,Oudtshoorn,ZA,-33.59,22.2,66.2,72,75,2.24,broken clouds
631,Sturgeon Bay,US,44.83,-87.38,32.0,79,90,13.87,light snow
632,Mikuni,JP,36.22,136.15,33.8,64,75,18.34,light shower snow
633,Alihe,CN,50.57,123.72,-12.33,75,15,7.94,few clouds
634,Sassandra,CI,4.95,-6.08,79.86,84,41,6.55,scattered clouds
635,Kefamenanu,ID,-9.45,124.48,73.06,91,100,1.41,light rain
636,Baruun-Urt,MN,46.68,113.28,-11.13,83,0,10.42,clear sky
637,Teya,RU,60.38,92.63,-15.05,84,100,3.31,overcast clouds
638,Mahon,ES,39.89,4.27,48.2,70,20,8.05,few clouds
639,Changzhou,CN,31.78,119.97,21.0,65,0,1.01,clear sky
640,Celestun,MX,20.87,-90.4,80.69,60,79,7.54,broken clouds
641,Ariquemes,BR,-9.91,-63.04,82.13,82,54,2.77,broken clouds
642,Bubaque,GW,11.28,-15.83,80.4,78,0,15.5,clear sky
643,Zhoucun,CN,36.82,117.82,14.88,59,0,7.76,clear sky
644,Chardara,KZ,41.25,67.97,29.37,92,0,8.57,clear sky
645,Belaya Gora,RU,68.53,146.42,-27.13,86,100,6.33,overcast clouds
646,Broome,US,42.25,-75.83,35.01,54,40,13.87,scattered clouds
647,Creel,MX,27.75,-107.63,37.6,71,8,10.94,clear sky
648,Kloulklubed,PW,7.04,134.26,77.0,94,75,3.36,broken clouds
649,Houma,US,29.6,-90.72,73.99,69,75,18.34,broken clouds
650,Pitimbu,BR,-7.47,-34.81,87.8,58,40,13.87,scattered clouds
651,Katangli,RU,51.71,143.23,-11.96,84,100,15.84,overcast clouds
652,Aitape,PG,-3.14,142.35,77.9,81,84,4.68,broken clouds
653,Port-Gentil,GA,-0.72,8.78,82.4,83,40,6.93,scattered clouds
654,Acaponeta,MX,22.5,-105.36,72.54,62,76,9.04,light rain
655,Cheyenne,US,41.14,-104.82,30.2,36,1,17.22,clear sky
656,Charagua,BO,-19.8,-63.22,93.2,41,75,12.19,broken clouds
657,Zemlyansk,RU,51.9,38.73,28.4,92,90,11.18,overcast clouds
658,Mount Isa,AU,-20.73,139.5,78.8,69,7,3.36,clear sky
659,Taltal,CL,-25.4,-70.48,73.92,50,22,8.32,few clouds
660,Anadyr,RU,64.75,177.48,6.8,84,75,17.9,broken clouds
661,Mareeba,AU,-17.0,145.43,77.0,94,75,2.24,light rain
662,Ayia Marina,GR,37.75,23.53,62.01,68,0,8.99,clear sky
663,Rincon De La Victoria,ES,36.72,-4.28,52.0,53,0,11.41,clear sky
664,Tingo Maria,PE,-9.29,-76.01,77.0,83,40,4.7,scattered clouds
665,Leninskoye,KZ,41.76,69.39,28.4,92,90,6.93,mist
666,Dongying,CN,37.46,118.49,14.61,60,0,7.96,clear sky
667,Nisia Floresta,BR,-6.09,-35.21,86.0,66,40,17.22,scattered clouds
668,Raudeberg,NO,61.99,5.14,37.0,85,100,2.57,overcast clouds
669,Kununurra,AU,-15.77,128.73,77.0,94,100,4.0,overcast clouds
670,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,86.0,66,40,8.05,scattered clouds
671,Mecca,SA,21.43,39.83,76.42,71,9,1.14,clear sky
672,Khasan,RU,42.43,130.64,8.08,80,11,18.3,few clouds
673,Havelock,US,34.88,-76.9,61.0,70,57,1.01,broken clouds
674,Ondjiva,AO,-17.07,15.73,73.26,63,100,3.98,overcast clouds
675,Veraval,IN,20.9,70.37,64.94,33,0,15.35,clear sky
676,Kabinda,CD,-6.13,24.48,69.6,93,100,2.77,overcast clouds
677,Perpignan,FR,42.75,2.75,46.99,65,0,10.29,clear sky
678,Toora-Khem,RU,52.47,96.11,-14.31,82,100,0.58,overcast clouds
679,Karaman,TR,37.08,33.25,40.08,70,0,6.46,clear sky
680,Samarai,PG,-10.62,150.67,82.85,75,100,5.03,light rain
681,Atambua,ID,-9.11,124.89,75.24,89,93,1.25,light rain
682,Villazon,BO,-22.09,-65.59,69.53,27,99,11.5,overcast clouds
683,Nyurba,RU,63.28,118.33,-14.85,88,100,7.31,overcast clouds
684,Roald,NO,62.58,6.13,36.0,100,0,3.36,clear sky
685,Magistralnyy,RU,56.17,107.45,-30.35,81,0,0.54,clear sky
686,Brownsville,US,25.9,-97.5,80.6,57,75,31.09,broken clouds
687,Yaan,NG,7.38,8.57,84.56,22,1,2.59,clear sky
